city,state_id,lat,lng,population,density,city_with_state
Rincon Valley,AZ,32.1101,-110.6889,5712,86.7,"Rincon Valley, AZ"
Selinsgrove,PA,40.8003,-76.8646,5710,1204.6,"Selinsgrove, PA"
San Leon,TX,29.4902,-94.9405,5709,464.0,"San Leon, TX"
Northfield,IL,42.1025,-87.7791,5707,682.2,"Northfield, IL"
Walkertown,NC,36.1576,-80.1641,5706,328.9,"Walkertown, NC"
Campbelltown,PA,40.276,-76.5829,5705,684.5,"Campbelltown, PA"
Zeeland,MI,42.8139,-86.0129,5701,735.9,"Zeeland, MI"
Otis Orchards-East Farms,WA,47.703,-117.0854,5699,274.0,"Otis Orchards-East Farms, WA"
Wyndmoor,PA,40.0856,-75.1941,5698,1337.1,"Wyndmoor, PA"
Dumfries,VA,38.567,-77.3233,5697,1433.0,"Dumfries, VA"
Salida,CO,38.5298,-105.9979,5697,787.9,"Salida, CO"
Grayson Valley,AL,33.6467,-86.6417,5696,1176.9,"Grayson Valley, AL"
Spring Grove,IL,42.4545,-88.2399,5694,242.9,"Spring Grove, IL"
East Harwich,MA,41.7081,-70.0339,5693,274.1,"East Harwich, MA"
Milton,WI,42.775,-88.9429,5692,494.7,"Milton, WI"
Spring Ridge,MD,39.4043,-77.3405,5691,816.3,"Spring Ridge, MD"
Shippensburg,PA,40.0484,-77.5227,5688,1082.8,"Shippensburg, PA"
Byron,GA,32.6476,-83.7539,5687,249.8,"Byron, GA"
Hempstead,TX,30.1006,-96.0777,5686,334.5,"Hempstead, TX"
Poolesville,MD,39.1423,-77.4102,5686,558.5,"Poolesville, MD"
Pelham Manor,NY,40.893,-73.8058,5682,1621.8,"Pelham Manor, NY"
Leesville,LA,31.1324,-93.2673,5681,246.1,"Leesville, LA"
Emporia,VA,36.6953,-77.5356,5680,317.7,"Emporia, VA"
Dowagiac,MI,41.9834,-86.1126,5680,492.5,"Dowagiac, MI"
Weiser,ID,44.2547,-116.9689,5678,735.2,"Weiser, ID"
Pontotoc,MS,34.2531,-89.0091,5676,196.0,"Pontotoc, MS"
Peculiar,MO,38.7306,-94.4735,5675,241.7,"Peculiar, MO"
North Scituate,MA,42.2121,-70.7652,5675,584.2,"North Scituate, MA"
Dayton,KY,39.1127,-84.4639,5674,1686.6,"Dayton, KY"
Hillsboro,IL,39.1752,-89.4723,5673,253.0,"Hillsboro, IL"
Livingston,TX,30.71,-94.9381,5672,250.9,"Livingston, TX"
Belle Fourche,SD,44.664,-103.8564,5670,247.3,"Belle Fourche, SD"
Preston,ID,42.0989,-111.8802,5668,320.5,"Preston, ID"
Berryville,AR,36.371,-93.5704,5667,355.8,"Berryville, AR"
Rio Pinar,FL,28.5271,-81.2628,5663,1006.2,"Rio Pinar, FL"
Norwood,NJ,40.9933,-73.951,5657,784.3,"Norwood, NJ"
Carver,MN,44.7648,-93.6537,5656,458.3,"Carver, MN"
El Granada,CA,37.5134,-122.4657,5651,444.3,"El Granada, CA"
Fort Myers Beach,FL,26.4308,-81.9146,5650,784.3,"Fort Myers Beach, FL"
New Brighton,PA,40.7355,-80.309,5645,2112.4,"New Brighton, PA"
Chackbay,LA,29.8809,-90.775,5641,78.5,"Chackbay, LA"
Henryetta,OK,35.4417,-95.9864,5639,318.0,"Henryetta, OK"
Eastman,GA,32.1973,-83.1714,5635,336.5,"Eastman, GA"
Bonadelle Ranchos,CA,36.9688,-119.8927,5635,241.4,"Bonadelle Ranchos, CA"
Peppermill Village,MD,38.8939,-76.8878,5633,2933.1,"Peppermill Village, MD"
Hutchins,TX,32.6421,-96.7093,5633,238.8,"Hutchins, TX"
Strawberry,CA,37.8925,-122.5078,5632,1634.5,"Strawberry, CA"
Ettrick,VA,37.2435,-77.4287,5632,736.3,"Ettrick, VA"
Four Corners,MT,45.6697,-111.1785,5631,200.5,"Four Corners, MT"
Hollidaysburg,PA,40.4311,-78.393,5630,932.9,"Hollidaysburg, PA"
Highland Lakes,AL,33.3973,-86.6495,5628,579.0,"Highland Lakes, AL"
Offutt AFB,NE,41.1207,-95.9209,5627,548.1,"Offutt AFB, NE"
Krum,TX,33.2655,-97.2252,5627,728.2,"Krum, TX"
Surfside,FL,25.8787,-80.125,5625,3896.7,"Surfside, FL"
Nashville,NC,35.9693,-77.9554,5624,462.5,"Nashville, NC"
Homer,AK,59.653,-151.5255,5623,157.5,"Homer, AK"
Sylvester,GA,31.53,-83.8338,5622,330.5,"Sylvester, GA"
Grosse Pointe,MI,42.3915,-82.9118,5621,2043.6,"Grosse Pointe, MI"
Holtville,CA,32.8129,-115.3779,5620,1880.8,"Holtville, CA"
East Quogue,NY,40.8489,-72.5785,5620,249.1,"East Quogue, NY"
Cut Off,LA,29.5164,-90.3291,5619,148.2,"Cut Off, LA"
Winston,OR,43.1201,-123.4246,5618,785.7,"Winston, OR"
Tracyton,WA,47.6094,-122.6533,5614,1130.7,"Tracyton, WA"
McKenzie,TN,36.1372,-88.5077,5608,340.0,"McKenzie, TN"
Creswell,OR,43.9212,-123.016,5607,1262.3,"Creswell, OR"
Noroton,CT,41.0595,-73.4922,5605,1198.8,"Noroton, CT"
Mena,AR,34.5812,-94.2369,5605,314.2,"Mena, AR"
Polk City,IA,41.7779,-93.7134,5604,410.4,"Polk City, IA"
Fruitland,MD,38.3214,-75.6246,5603,561.2,"Fruitland, MD"
Palmerton,PA,40.8023,-75.616,5602,870.3,"Palmerton, PA"
Houghton Lake,MI,44.3019,-84.7491,5601,201.2,"Houghton Lake, MI"
La Habra Heights,CA,33.9603,-117.951,5599,351.0,"La Habra Heights, CA"
Bear Valley Springs,CA,35.174,-118.6532,5598,55.6,"Bear Valley Springs, CA"
Fruitridge Pocket,CA,38.5326,-121.4558,5596,3652.3,"Fruitridge Pocket, CA"
Bellevue,KY,39.1012,-84.4775,5596,2386.4,"Bellevue, KY"
Deschutes River Woods,OR,43.9887,-121.3608,5595,355.7,"Deschutes River Woods, OR"
Kings Point,NY,40.8161,-73.7405,5593,642.9,"Kings Point, NY"
White Rock,NM,35.8075,-106.2067,5592,305.5,"White Rock, NM"
Bliss Corner,MA,41.6053,-70.9421,5591,1078.7,"Bliss Corner, MA"
New Whiteland,IN,39.5617,-86.0994,5591,1485.7,"New Whiteland, IN"
Monaca,PA,40.6833,-80.2736,5587,1064.2,"Monaca, PA"
Waterford,WI,42.7645,-88.216,5587,883.9,"Waterford, WI"
East Hampton North,NY,40.9728,-72.1892,5587,387.2,"East Hampton North, NY"
Lyons,NJ,40.6811,-74.5493,5584,559.9,"Lyons, NJ"
Kodiak,AK,57.7934,-152.4059,5584,548.6,"Kodiak, AK"
Cottleville,MO,38.7512,-90.6581,5584,455.3,"Cottleville, MO"
Franklin Center,NJ,40.5321,-74.5415,5583,326.8,"Franklin Center, NJ"
Lake Goodwin,WA,48.1343,-122.2785,5581,383.6,"Lake Goodwin, WA"
East Moriches,NY,40.8085,-72.7573,5581,397.0,"East Moriches, NY"
Obetz,OH,39.8671,-82.9451,5580,369.9,"Obetz, OH"
Perry,UT,41.4648,-112.0401,5579,269.5,"Perry, UT"
New Carlisle,OH,39.9446,-84.0257,5579,803.0,"New Carlisle, OH"
Ashton-Sandy Spring,MD,39.1515,-77.0065,5578,210.0,"Ashton-Sandy Spring, MD"
Chisago City,MN,45.3473,-92.9116,5576,171.4,"Chisago City, MN"
Parker,TX,33.0571,-96.6244,5573,252.8,"Parker, TX"
Adel,GA,31.1264,-83.4229,5571,231.3,"Adel, GA"
Pawcatuck,CT,41.3774,-71.8492,5570,630.3,"Pawcatuck, CT"
Dove Valley,CO,39.5752,-104.8309,5569,606.6,"Dove Valley, CO"
Citrus Park,AZ,33.53,-112.4441,5569,434.1,"Citrus Park, AZ"
Greenville,PA,41.4051,-80.3836,5568,1139.3,"Greenville, PA"
Red Oak,IA,41.014,-95.225,5563,547.1,"Red Oak, IA"
White City,UT,40.5666,-111.8636,5562,2456.9,"White City, UT"
Hidden Valley,IN,39.1672,-84.8444,5560,506.2,"Hidden Valley, IN"
White Hall,AR,34.2741,-92.1006,5559,303.8,"White Hall, AR"
Cape May Court House,NJ,39.0788,-74.8205,5557,247.8,"Cape May Court House, NJ"
Lafayette,TN,36.5241,-86.0304,5555,404.8,"Lafayette, TN"
Odessa,MO,38.9988,-93.9666,5554,523.5,"Odessa, MO"
Towaco,NJ,40.9263,-74.3451,5553,357.5,"Towaco, NJ"
Pahokee,FL,26.8202,-80.6621,5548,403.0,"Pahokee, FL"
Rainsville,AL,34.4938,-85.8436,5545,103.3,"Rainsville, AL"
Northchase,NC,34.3049,-77.8754,5543,1244.1,"Northchase, NC"
Williams,CA,39.1498,-122.1389,5539,432.4,"Williams, CA"
Rothschild,WI,44.8761,-89.6173,5537,327.5,"Rothschild, WI"
Berlin,WI,43.9704,-88.9504,5537,361.3,"Berlin, WI"
Siesta Key,FL,27.2779,-82.5516,5535,911.6,"Siesta Key, FL"
Silver Lakes,CA,34.7515,-117.343,5532,408.2,"Silver Lakes, CA"
Happy Valley,CA,40.4662,-122.4207,5532,126.5,"Happy Valley, CA"
Trenton,MO,40.0818,-93.603,5527,331.0,"Trenton, MO"
North Windham,ME,43.8233,-70.4293,5525,317.2,"North Windham, ME"
Wilmington,IL,41.3207,-88.164,5525,154.5,"Wilmington, IL"
Somerdale,NJ,39.8455,-75.0218,5524,1532.3,"Somerdale, NJ"
New Castle,DE,39.6681,-75.5697,5523,613.1,"New Castle, DE"
Chestertown,MD,39.2182,-76.0714,5522,730.7,"Chestertown, MD"
Cave Springs,AR,36.2701,-94.2227,5521,274.7,"Cave Springs, AR"
Spring Valley,IL,41.3362,-89.2038,5518,287.4,"Spring Valley, IL"
Maplewood,WA,47.3715,-122.5689,5518,257.1,"Maplewood, WA"
Palermo,CA,39.4313,-121.5225,5516,73.0,"Palermo, CA"
GuÃ¡nica,PR,17.9698,-66.9309,5516,845.0,"GuÃ¡nica, PR"
Muleshoe,TX,34.2292,-102.7284,5515,620.6,"Muleshoe, TX"
Walterboro,SC,32.901,-80.676,5515,311.1,"Walterboro, SC"
Laurel Bay,SC,32.4599,-80.7869,5513,511.2,"Laurel Bay, SC"
Piedmont,SC,34.7074,-82.4651,5510,247.5,"Piedmont, SC"
Coraopolis,PA,40.5148,-80.1627,5510,1599.5,"Coraopolis, PA"
Exeter,PA,41.3337,-75.8213,5509,460.8,"Exeter, PA"
Bryn Mawr,PA,40.0208,-75.3161,5508,2221.9,"Bryn Mawr, PA"
DeWitt,IA,41.8227,-90.5448,5508,341.8,"DeWitt, IA"
Credit River,MN,44.6744,-93.3791,5508,90.9,"Credit River, MN"
Boothwyn,PA,39.8357,-75.4454,5506,1704.1,"Boothwyn, PA"
Sinton,TX,28.0392,-97.5153,5505,655.7,"Sinton, TX"
Caruthersville,MO,36.1814,-89.6664,5504,412.0,"Caruthersville, MO"
Eureka,IL,40.7148,-89.2775,5504,777.0,"Eureka, IL"
Prairie du Chien,WI,43.0429,-91.1372,5502,363.7,"Prairie du Chien, WI"
Kaser,NY,41.1214,-74.0684,5501,6246.0,"Kaser, NY"
East Port Orchard,WA,47.5194,-122.6183,5501,1375.0,"East Port Orchard, WA"
Ranson,WV,39.325,-77.8667,5497,261.9,"Ranson, WV"
Jackson,GA,33.292,-83.9679,5497,349.2,"Jackson, GA"
St. Paul Park,MN,44.8359,-92.9949,5497,707.9,"St. Paul Park, MN"
Beckett,NJ,39.7559,-75.3569,5496,1216.1,"Beckett, NJ"
St. Clair,MI,42.8262,-82.493,5496,721.8,"St. Clair, MI"
Dripping Springs,TX,30.196,-98.0938,5495,240.7,"Dripping Springs, TX"
Holdrege,NE,40.4394,-99.3773,5494,502.0,"Holdrege, NE"
White City,FL,27.3721,-80.3404,5494,424.8,"White City, FL"
Anamosa,IA,42.1091,-91.2758,5493,840.3,"Anamosa, IA"
Boulder Creek,CA,37.1341,-122.1272,5492,282.3,"Boulder Creek, CA"
Walton,KY,38.8645,-84.6122,5492,447.3,"Walton, KY"
Monticello,IN,40.7455,-86.7668,5488,611.4,"Monticello, IN"
Carlisle,OH,39.5807,-84.3201,5488,595.4,"Carlisle, OH"
Mount Carmel,TN,36.562,-82.6618,5486,318.9,"Mount Carmel, TN"
Lake Holiday,IL,41.6159,-88.6683,5485,604.3,"Lake Holiday, IL"
Tonganoxie,KS,39.1088,-95.0811,5484,520.8,"Tonganoxie, KS"
Bowie,TX,33.5566,-97.844,5483,383.6,"Bowie, TX"
Glasgow Village,MO,38.7578,-90.1984,5482,2209.2,"Glasgow Village, MO"
Columbus,WI,43.3354,-89.03,5481,466.2,"Columbus, WI"
Paxtonia,PA,40.3166,-76.7884,5480,914.5,"Paxtonia, PA"
Marlin,TX,31.3085,-96.8934,5478,468.3,"Marlin, TX"
McGregor,TX,31.4186,-97.4283,5478,93.5,"McGregor, TX"
Ellisburg,NJ,39.9199,-75.0093,5476,2336.5,"Ellisburg, NJ"
East Pasadena,CA,34.1378,-118.0776,5474,1604.4,"East Pasadena, CA"
Bessemer City,NC,35.284,-81.2828,5472,404.3,"Bessemer City, NC"
Eldorado at Santa Fe,NM,35.5273,-105.934,5471,101.6,"Eldorado at Santa Fe, NM"
Zephyrhills South,FL,28.2152,-82.1886,5470,1068.4,"Zephyrhills South, FL"
Schriever,LA,29.7333,-90.831,5469,148.1,"Schriever, LA"
Rockwood,TN,35.8692,-84.6731,5468,263.4,"Rockwood, TN"
Tice,FL,26.6756,-81.8166,5468,1768.8,"Tice, FL"
Douglass Hills,KY,38.2367,-85.5499,5466,1591.8,"Douglass Hills, KY"
Leakesville,MS,31.1497,-88.5557,5463,335.7,"Leakesville, MS"
Sayre,PA,41.9856,-76.5207,5463,1043.8,"Sayre, PA"
Sultan,WA,47.871,-121.8043,5462,631.8,"Sultan, WA"
Sayre,OK,35.2966,-99.6286,5459,391.3,"Sayre, OK"
Shillington,PA,40.3029,-75.967,5458,2109.0,"Shillington, PA"
Shaw Heights,CO,39.8566,-105.0391,5458,3008.4,"Shaw Heights, CO"
Silver Hill,MD,38.8392,-76.9367,5455,1573.8,"Silver Hill, MD"
Luling,TX,29.6814,-97.6468,5455,382.2,"Luling, TX"
Osceola,IA,41.0304,-93.784,5455,290.0,"Osceola, IA"
Atlanta,TX,33.1136,-94.1672,5453,168.4,"Atlanta, TX"
Macon,MO,39.7426,-92.4711,5452,347.3,"Macon, MO"
New Hempstead,NY,41.1488,-74.0485,5449,740.3,"New Hempstead, NY"
Tyrone,PA,40.6764,-78.246,5447,1033.4,"Tyrone, PA"
St. Martinville,LA,30.1263,-91.8319,5447,663.6,"St. Martinville, LA"
Algona,IA,43.0743,-94.2311,5443,455.5,"Algona, IA"
Dunlap,TN,35.3675,-85.3899,5443,194.5,"Dunlap, TN"
Sunset,UT,41.1392,-112.0285,5443,1438.2,"Sunset, UT"
Fairport,NY,43.099,-77.4427,5442,1329.9,"Fairport, NY"
Posen,IL,41.629,-87.6859,5442,1797.4,"Posen, IL"
Smiths Station,AL,32.528,-85.0943,5441,257.3,"Smiths Station, AL"
Ripley,MS,34.7321,-88.9444,5440,183.8,"Ripley, MS"
Chelsea,MI,42.3132,-84.0188,5440,580.8,"Chelsea, MI"
Belleview,FL,29.0608,-82.0565,5438,531.3,"Belleview, FL"
West Modesto,CA,37.6178,-121.0346,5438,1520.7,"West Modesto, CA"
Fulton,MD,39.1516,-76.9163,5435,554.3,"Fulton, MD"
Columbia Falls,MT,48.3708,-114.1902,5435,935.4,"Columbia Falls, MT"
Philomath,OR,44.5423,-123.3599,5429,1015.6,"Philomath, OR"
Albion,NY,43.246,-78.1902,5428,717.8,"Albion, NY"
Chesterbrook,PA,40.0735,-75.4582,5428,1345.4,"Chesterbrook, PA"
St. Helena,CA,38.5063,-122.4682,5426,422.6,"St. Helena, CA"
North Hills,NY,40.7765,-73.6778,5425,759.8,"North Hills, NY"
Rockdale,TX,30.6543,-97.0089,5424,488.7,"Rockdale, TX"
East Porterville,CA,36.0581,-118.9749,5424,986.8,"East Porterville, CA"
Fort Rucker,AL,31.3428,-85.7154,5422,192.7,"Fort Rucker, AL"
Wellston,OH,39.1172,-82.5375,5420,300.4,"Wellston, OH"
Sheldon,IA,43.1797,-95.8437,5417,441.3,"Sheldon, IA"
Forest,MS,32.3595,-89.4761,5416,159.9,"Forest, MS"
Williamsville,NY,42.9623,-78.7418,5411,1660.8,"Williamsville, NY"
Walnut Ridge,AR,36.0848,-90.9467,5411,125.4,"Walnut Ridge, AR"
Laie,HI,21.6442,-157.9279,5411,1560.4,"Laie, HI"
Warren,AR,33.6113,-92.0678,5409,296.9,"Warren, AR"
Spirit Lake,IA,43.4176,-95.1109,5409,466.4,"Spirit Lake, IA"
Dundee,MI,41.9642,-83.6636,5408,398.3,"Dundee, MI"
Colona,IL,41.4678,-90.3446,5404,546.4,"Colona, IL"
Colby,KS,39.3848,-101.0452,5403,582.6,"Colby, KS"
Manchester,MD,39.6585,-76.8881,5403,873.7,"Manchester, MD"
Deer Park,OH,39.2039,-84.3978,5399,2441.8,"Deer Park, OH"
Hollywood,SC,32.752,-80.2118,5397,88.4,"Hollywood, SC"
Balm,FL,27.7542,-82.2882,5397,207.2,"Balm, FL"
Iola,KS,37.9274,-95.4006,5395,466.5,"Iola, KS"
Temple,GA,33.7342,-85.0289,5395,305.9,"Temple, GA"
Waipio Acres,HI,21.4688,-158.0173,5393,2124.8,"Waipio Acres, HI"
Centerville,IA,40.7292,-92.8716,5393,430.5,"Centerville, IA"
Merion Station,PA,40.0035,-75.2501,5393,1566.6,"Merion Station, PA"
Grandwood Park,IL,42.3927,-87.989,5391,1437.5,"Grandwood Park, IL"
Ellenton,FL,27.5269,-82.5258,5391,629.4,"Ellenton, FL"
Sansom Park,TX,32.8027,-97.4021,5387,1678.0,"Sansom Park, TX"
Toronto,OH,40.4581,-80.6095,5387,997.1,"Toronto, OH"
Imperial,MO,38.3673,-90.3705,5385,396.6,"Imperial, MO"
Lake Barrington,IL,42.2121,-88.1684,5377,361.9,"Lake Barrington, IL"
Carle Place,NY,40.7499,-73.6124,5375,2165.6,"Carle Place, NY"
Dundee,FL,28.0115,-81.5995,5373,189.6,"Dundee, FL"
Olyphant,PA,41.4506,-75.5753,5372,381.5,"Olyphant, PA"
North Fond du Lac,WI,43.8107,-88.486,5372,974.7,"North Fond du Lac, WI"
Quantico Base,VA,38.5228,-77.3186,5372,296.7,"Quantico Base, VA"
Waynesville,MO,37.8201,-92.2202,5372,290.0,"Waynesville, MO"
Clarinda,IA,40.7377,-95.0338,5371,406.6,"Clarinda, IA"
Wilmer,TX,32.5983,-96.6815,5370,203.3,"Wilmer, TX"
Winterset,IA,41.345,-94.0138,5366,446.3,"Winterset, IA"
Kayenta,AZ,36.7144,-110.259,5366,157.3,"Kayenta, AZ"
Ione,CA,38.3613,-120.9422,5364,452.2,"Ione, CA"
Brownfields,LA,30.5467,-91.1225,5358,499.5,"Brownfields, LA"
Cameron,TX,30.8608,-96.9763,5356,394.8,"Cameron, TX"
Cicero,IN,40.1246,-86.0242,5356,1269.6,"Cicero, IN"
La Crescent,MN,43.83,-91.3042,5352,614.3,"La Crescent, MN"
Montevideo,MN,44.9505,-95.7153,5350,438.4,"Montevideo, MN"
Angier,NC,35.5116,-78.7402,5348,539.8,"Angier, NC"
Englewood Cliffs,NJ,40.8823,-73.9467,5347,971.0,"Englewood Cliffs, NJ"
Ceiba,PR,18.265,-65.6488,5347,1876.0,"Ceiba, PR"
Roanoke,AL,33.1453,-85.3694,5346,110.2,"Roanoke, AL"
Rusk,TX,31.7978,-95.1489,5344,285.3,"Rusk, TX"
Hampton Manor,NY,42.6197,-73.7288,5344,688.3,"Hampton Manor, NY"
Suncrest,WA,47.8297,-117.6056,5344,209.3,"Suncrest, WA"
Glencoe,AL,33.9447,-85.9322,5343,121.4,"Glencoe, AL"
Swannanoa,NC,35.6009,-82.3917,5338,323.3,"Swannanoa, NC"
Wheatley Heights,NY,40.7624,-73.3705,5338,1563.9,"Wheatley Heights, NY"
Guadalupe,AZ,33.3665,-111.9633,5335,2578.0,"Guadalupe, AZ"
South Pasadena,FL,27.7526,-82.7394,5334,3375.7,"South Pasadena, FL"
Briar Chapel,NC,35.8241,-79.1168,5332,984.9,"Briar Chapel, NC"
Vauxhall,NJ,40.7174,-74.2838,5331,3496.2,"Vauxhall, NJ"
Margate City,NJ,39.3307,-74.507,5331,1453.5,"Margate City, NJ"
Rensselaer,IN,40.9375,-87.1684,5330,305.9,"Rensselaer, IN"
Moab,UT,38.5701,-109.5478,5329,428.5,"Moab, UT"
Eagleton Village,TN,35.7882,-83.9363,5328,677.8,"Eagleton Village, TN"
California,PA,40.0692,-79.9152,5328,186.8,"California, PA"
Lochmoor Waterway Estates,FL,26.6447,-81.9098,5327,858.5,"Lochmoor Waterway Estates, FL"
South Highpoint,FL,27.9086,-82.7162,5325,2421.0,"South Highpoint, FL"
Chena Ridge,AK,64.7941,-148.0357,5321,56.4,"Chena Ridge, AK"
New Burlington,OH,39.2628,-84.5501,5321,602.3,"New Burlington, OH"
Weldon Spring,MO,38.7119,-90.6513,5320,268.6,"Weldon Spring, MO"
Okeechobee,FL,27.2413,-80.8298,5319,506.4,"Okeechobee, FL"
Benson,AZ,31.9157,-110.3257,5318,49.3,"Benson, AZ"
Islip Terrace,NY,40.7503,-73.1869,5318,1612.3,"Islip Terrace, NY"
Neshanic Station,NJ,40.5291,-74.7358,5317,218.9,"Neshanic Station, NJ"
Canal Fulton,OH,40.8895,-81.5882,5315,601.6,"Canal Fulton, OH"
Grambling,LA,32.5275,-92.7124,5315,345.6,"Grambling, LA"
